Order_ID,Order_Date,Customer_ID,Customer_Name,City,Category,Sub_Category,Product_ID,Product_Name,Quantity,Price,Discount,Revenue,Profit,Payment_Method
ORD1485,2024-11-06,CUST740,Sanya,Ahmedabad,Accessories,Belt,PROD1272,Belt 17,2,36938.36,0.3,51713.7,14860.57,Netbanking
ORD1486,2024-01-18,CUST628,Vivaan,Lucknow,Clothing,Jacket,PROD2987,Jacket 45,3,18150.56,0.1,49006.51,14656.3,Netbanking
ORD1487,2024-04-21,CUST302,Priya,Bangalore,Home,Mattress,PROD7345,Mattress 16,2,3105.05,0.16,5216.48,834.27,COD
ORD1488,2023-11-02,CUST136,Rahul,Kolkata,Electronics,Tablet,PROD9435,Tablet 30,3,38340.6,0.05,109270.71,29072.87,COD
ORD1489,2024-07-12,CUST400,Aditi,Pune,Clothing,Dress,PROD4067,Dress 6,2,31920.79,0.28,45965.94,11229.81,COD
ORD1490,2023-11-09,CUST418,Aditi,Hyderabad,Electronics,Smartphone,PROD4883,Smartphone 33,4,10150.59,0.21,32075.86,7783.5,Credit Card
ORD1491,2024-12-03,CUST563,Aarav,Chennai,Accessories,Bag,PROD7156,Bag 42,1,31465.53,0.07,29262.94,7591.46,UPI
ORD1492,2024-10-10,CUST596,Arjun,Lucknow,Clothing,Jeans,PROD5009,Jeans 13,1,9633.34,0.14,8284.67,1465.04,UPI
ORD1493,2023-05-22,CUST363,Arjun,Chennai,Home,Curtains,PROD2085,Curtains 44,3,35610.74,0.15,90807.39,10714.78,Credit Card
ORD1494,2023-06-07,CUST493,Kunal,Pune,Clothing,Dress,PROD9934,Dress 50,3,12672.54,0.09,34596.03,4734.62,Netbanking
ORD1495,2023-07-06,CUST361,Sanya,Chennai,Electronics,Smartwatch,PROD9396,Smartwatch 29,3,19586.18,0.19,47594.42,8061.67,Netbanking
ORD1496,2023-01-24,CUST144,Kunal,Jaipur,Clothing,T-Shirt,PROD2677,T-Shirt 47,1,25020.94,0.02,24520.52,2628.86,COD
ORD1497,2023-06-10,CUST794,Diya,Kolkata,Electronics,Smartwatch,PROD8276,Smartwatch 38,5,4167.52,0.03,20212.47,5204.19,Credit Card
ORD1498,2024-09-25,CUST371,Rahul,Mumbai,Clothing,T-Shirt,PROD4369,T-Shirt 33,4,15520.5,0.08,57115.44,16383.64,UPI
ORD1499,2023-07-07,CUST135,Aditi,Lucknow,Clothing,Dress,PROD5665,Dress 12,4,21430.06,0.25,64290.18,14923.16,COD
ORD1500,2023-07-05,CUST441,Kunal,Delhi,Electronics,Laptop,PROD4217,Laptop 11,5,33989.92,0.03,164851.11,30439.17,COD
ORD1501,2024-06-27,CUST828,Diya,Hyderabad,Electronics,Smartphone,PROD9192,Smartphone 3,5,6592.3,0.29,23402.66,5550.39,UPI
ORD1502,2023-01-28,CUST867,Kunal,Lucknow,Electronics,Tablet,PROD6463,Tablet 31,1,49560.65,0.15,42126.55,7638.42,COD
ORD1503,2024-01-30,CUST413,Ananya,Chennai,Electronics,Tablet,PROD2164,Tablet 32,3,47898.92,0.1,129327.08,36676.76,COD
ORD1504,2024-12-11,CUST664,Sneha,Ahmedabad,Electronics,Tablet,PROD9728,Tablet 8,3,45719.37,0.01,135786.53,21936.88,COD
ORD1505,2023-04-08,CUST481,Kunal,Kolkata,Home,Curtains,PROD8060,Curtains 5,1,902.66,0.11,803.37,133.26,Credit Card
ORD1506,2023-09-07,CUST822,Sanya,Kolkata,Electronics,Headphones,PROD2987,Headphones 35,4,22587.96,0.11,80413.14,21541.09,Credit Card
ORD1507,2023-04-12,CUST446,Rohan,Kolkata,Accessories,Sunglasses,PROD3467,Sunglasses 29,4,28095.56,0.08,103391.66,16363.13,Netbanking
ORD1508,2023-08-20,CUST723,Rahul,Mumbai,Electronics,Laptop,PROD2423,Laptop 32,3,14494.57,0.27,31743.11,3878.89,Credit Card
ORD1509,2023-09-08,CUST401,Sanya,Chennai,Home,Table,PROD4944,Table 25,2,32105.2,0.11,57147.26,6669.21,COD
ORD1510,2023-07-06,CUST832,Rahul,Pune,Home,Table,PROD8160,Table 38,3,39762.53,0.16,100201.58,15591.56,COD
ORD1511,2023-01-26,CUST876,Diya,Mumbai,Accessories,Sunglasses,PROD5162,Sunglasses 45,4,43553.29,0.05,165502.5,35546.72,COD
ORD1512,2024-01-18,CUST408,Ananya,Delhi,Electronics,Smartwatch,PROD7836,Smartwatch 16,4,39865.51,0.16,133948.11,27689.37,Credit Card
ORD1513,2024-06-17,CUST521,Vivaan,Jaipur,Clothing,Jeans,PROD8517,Jeans 5,5,2094.06,0.08,9632.68,1339.53,Credit Card
ORD1514,2023-11-02,CUST953,Aditi,Delhi,Electronics,Smartphone,PROD7470,Smartphone 46,3,43928.71,0.11,117289.66,23824.23,UPI
ORD1515,2024-06-13,CUST682,Isha,Ahmedabad,Home,Curtains,PROD9179,Curtains 13,4,32946.6,0.17,109382.71,32551.68,Netbanking
ORD1516,2023-10-18,CUST546,Sanya,Chennai,Home,Mattress,PROD7810,Mattress 31,1,2597.93,0.18,2130.3,123.06,Netbanking
ORD1517,2024-09-20,CUST102,Arjun,Jaipur,Accessories,Wallet,PROD4621,Wallet 39,1,18243.49,0.11,16236.71,1871.14,UPI
ORD1518,2024-09-29,CUST498,Meera,Kolkata,Clothing,Shoes,PROD5328,Shoes 6,3,19796.37,0.27,43354.05,2812.53,UPI
ORD1519,2023-07-31,CUST809,Ananya,Jaipur,Clothing,Jacket,PROD1598,Jacket 11,2,9599.3,0.15,16318.81,1849.3,Credit Card
ORD1520,2023-04-15,CUST489,Ananya,Ahmedabad,Electronics,Smartphone,PROD8273,Smartphone 10,5,9046.27,0.19,36637.39,5701.21,COD
ORD1521,2023-09-19,CUST537,Vivaan,Bangalore,Clothing,Jacket,PROD5091,Jacket 41,4,2706.14,0.05,10283.33,1027.45,UPI
ORD1522,2023-11-26,CUST644,Aarav,Chennai,Home,Curtains,PROD3730,Curtains 4,2,16225.53,0.02,31802.04,5534.38,UPI
ORD1523,2023-04-21,CUST524,Priya,Jaipur,Electronics,Headphones,PROD1268,Headphones 10,2,18273.12,0.18,29967.92,1520.36,UPI
ORD1524,2023-12-30,CUST976,Sneha,Kolkata,Electronics,Tablet,PROD1228,Tablet 2,2,38149.46,0.19,61802.13,14782.3,Credit Card
ORD1525,2023-01-16,CUST179,Isha,Lucknow,Accessories,Sunglasses,PROD6957,Sunglasses 12,4,11416.65,0.05,43383.27,12069.12,Netbanking
ORD1526,2024-01-27,CUST195,Rahul,Pune,Electronics,Headphones,PROD4300,Headphones 35,1,13768.06,0.09,12528.93,1799.37,UPI
ORD1527,2024-12-27,CUST268,Arjun,Hyderabad,Accessories,Belt,PROD9095,Belt 3,4,29009.19,0.15,98631.25,16487.19,UPI
ORD1528,2023-10-26,CUST414,Rohan,Chennai,Accessories,Bag,PROD6756,Bag 19,1,42933.39,0.21,33917.38,9775.74,Credit Card
ORD1529,2024-04-30,CUST845,Diya,Ahmedabad,Accessories,Watch,PROD2256,Watch 31,5,37122.15,0.01,183754.64,19003.41,UPI
ORD1530,2023-01-25,CUST245,Diya,Delhi,Home,Table,PROD2547,Table 41,2,8430.79,0.16,14163.73,2553.33,Netbanking
ORD1531,2024-04-15,CUST901,Rohan,Hyderabad,Accessories,Wallet,PROD5021,Wallet 2,5,36162.32,0.23,139224.93,7739.94,Netbanking
ORD1532,2024-08-17,CUST439,Ananya,Jaipur,Electronics,Smartphone,PROD5279,Smartphone 7,5,7529.17,0.29,26728.55,7044.01,Credit Card
ORD1533,2023-05-12,CUST604,Priya,Ahmedabad,Electronics,Tablet,PROD5029,Tablet 15,5,2730.77,0.04,13107.7,3592.66,UPI
ORD1534,2023-12-29,CUST860,Ananya,Ahmedabad,Accessories,Belt,PROD1742,Belt 4,4,46206.51,0.21,146012.57,25090.18,Netbanking
ORD1535,2024-01-23,CUST136,Sneha,Lucknow,Home,Lamp,PROD5763,Lamp 5,2,46891.97,0.0,93783.94,11297.26,UPI
ORD1536,2023-07-29,CUST483,Kunal,Chennai,Clothing,Dress,PROD2759,Dress 20,5,2523.89,0.09,11483.7,1128.98,UPI
ORD1537,2023-11-21,CUST451,Meera,Mumbai,Home,Lamp,PROD2935,Lamp 18,5,25063.52,0.06,117798.54,29114.85,Credit Card
ORD1538,2023-10-19,CUST473,Isha,Ahmedabad,Accessories,Belt,PROD6789,Belt 41,1,39601.67,0.28,28513.2,6563.5,Netbanking
ORD1539,2023-05-09,CUST889,Isha,Hyderabad,Electronics,Smartwatch,PROD6184,Smartwatch 22,5,32702.51,0.12,143891.04,40051.18,Netbanking
ORD1540,2023-06-06,CUST320,Arjun,Jaipur,Accessories,Wallet,PROD1391,Wallet 13,1,10856.91,0.25,8142.68,2039.58,COD
ORD1541,2023-08-03,CUST709,Aditi,Hyderabad,Electronics,Tablet,PROD7392,Tablet 40,4,29931.13,0.21,94582.37,16732.14,UPI
ORD1542,2024-03-29,CUST253,Priya,Lucknow,Home,Mattress,PROD6063,Mattress 31,3,6308.96,0.16,15898.58,1350.6,Credit Card
ORD1543,2023-04-01,CUST274,Meera,Chennai,Clothing,Shoes,PROD1301,Shoes 37,3,3861.45,0.18,9499.17,1521.26,Credit Card
ORD1544,2024-01-09,CUST514,Aarav,Kolkata,Electronics,Smartphone,PROD3636,Smartphone 30,2,6672.63,0.02,13078.35,1578.46,UPI
ORD1545,2023-04-17,CUST753,Aditi,Kolkata,Accessories,Bag,PROD8465,Bag 48,2,11781.49,0.0,23562.98,1990.94,UPI
ORD1546,2024-11-03,CUST305,Kabir,Mumbai,Clothing,Shoes,PROD8149,Shoes 35,4,44304.02,0.29,125823.42,13604.76,COD
ORD1547,2024-10-12,CUST270,Ananya,Ahmedabad,Home,Lamp,PROD9919,Lamp 28,4,41359.99,0.15,140623.97,33315.99,COD
ORD1548,2023-06-14,CUST468,Aarav,Chennai,Home,Curtains,PROD4577,Curtains 31,1,10260.04,0.25,7695.03,1857.81,COD
ORD1549,2023-08-07,CUST595,Ananya,Pune,Electronics,Smartphone,PROD9364,Smartphone 28,3,31981.88,0.28,69080.86,12099.14,COD
ORD1550,2024-07-20,CUST966,Kabir,Mumbai,Home,Chair,PROD3778,Chair 5,5,42783.45,0.05,203221.39,42608.66,COD
ORD1551,2023-11-10,CUST241,Arjun,Pune,Accessories,Wallet,PROD3251,Wallet 46,3,4848.76,0.11,12946.19,2453.05,Netbanking
ORD1552,2023-03-11,CUST902,Sneha,Hyderabad,Electronics,Headphones,PROD2608,Headphones 32,3,40047.4,0.19,97315.18,6809.29,UPI
ORD1553,2024-07-12,CUST927,Sneha,Delhi,Home,Mattress,PROD2400,Mattress 50,2,47230.59,0.04,90682.73,22499.0,COD
ORD1554,2024-02-24,CUST152,Priya,Lucknow,Electronics,Headphones,PROD3706,Headphones 16,4,19681.15,0.23,60617.94,5663.06,Credit Card
ORD1555,2023-01-30,CUST852,Kunal,Pune,Clothing,Jeans,PROD2488,Jeans 18,4,17095.2,0.24,51969.41,4058.47,COD
ORD1556,2023-08-02,CUST980,Isha,Delhi,Clothing,Jeans,PROD4033,Jeans 16,1,33497.57,0.22,26128.1,4257.29,Netbanking
ORD1557,2024-08-30,CUST689,Meera,Delhi,Accessories,Sunglasses,PROD3363,Sunglasses 9,1,19780.26,0.08,18197.84,3670.29,UPI
ORD1558,2023-07-31,CUST512,Priya,Pune,Accessories,Bag,PROD2993,Bag 27,2,33279.35,0.26,49253.44,10228.46,UPI
ORD1559,2023-08-11,CUST431,Ananya,Ahmedabad,Clothing,Jeans,PROD5791,Jeans 42,5,42265.98,0.12,185970.31,54880.81,Netbanking
ORD1560,2024-07-11,CUST985,Isha,Bangalore,Accessories,Wallet,PROD4901,Wallet 27,5,34665.7,0.22,135196.23,28340.29,UPI
ORD1561,2024-01-01,CUST604,Kunal,Jaipur,Clothing,Shoes,PROD6282,Shoes 26,1,44185.21,0.22,34464.46,4227.86,Credit Card
ORD1562,2023-11-21,CUST344,Sneha,Mumbai,Home,Table,PROD5164,Table 9,2,42114.33,0.05,80017.23,15637.62,Credit Card
ORD1563,2024-11-12,CUST451,Vivaan,Hyderabad,Electronics,Headphones,PROD3824,Headphones 6,1,12084.55,0.06,11359.48,1425.62,Netbanking
ORD1564,2024-04-11,CUST983,Isha,Hyderabad,Accessories,Bag,PROD6890,Bag 23,4,40531.45,0.07,150776.99,25177.0,Netbanking
ORD1565,2024-06-30,CUST273,Vivaan,Bangalore,Home,Table,PROD5829,Table 24,5,37593.61,0.25,140976.04,27810.55,UPI
ORD1566,2023-04-10,CUST494,Diya,Chennai,Accessories,Watch,PROD2893,Watch 44,4,38086.4,0.16,127970.3,20375.19,UPI
ORD1567,2024-07-08,CUST112,Aarav,Bangalore,Clothing,Jacket,PROD1346,Jacket 6,3,42598.66,0.23,98402.9,9789.95,UPI
ORD1568,2024-10-21,CUST240,Sanya,Jaipur,Home,Curtains,PROD1573,Curtains 49,4,28807.71,0.02,112926.22,31182.09,Credit Card
ORD1569,2023-11-25,CUST847,Diya,Ahmedabad,Home,Lamp,PROD4939,Lamp 50,3,33641.0,0.23,77710.71,13841.01,Netbanking
ORD1570,2023-02-26,CUST265,Meera,Bangalore,Electronics,Headphones,PROD9623,Headphones 42,5,22965.72,0.25,86121.45,24508.26,UPI
ORD1571,2023-07-02,CUST511,Sanya,Jaipur,Clothing,Jacket,PROD5647,Jacket 21,1,48007.32,0.2,38405.86,8632.5,Netbanking
ORD1572,2023-10-11,CUST354,Priya,Jaipur,Home,Lamp,PROD1702,Lamp 47,5,31125.48,0.11,138508.39,27596.72,Credit Card
ORD1573,2024-12-25,CUST335,Aarav,Pune,Home,Table,PROD2384,Table 40,4,37657.12,0.04,144603.34,15145.86,Credit Card
ORD1574,2023-05-15,CUST676,Diya,Ahmedabad,Accessories,Wallet,PROD4015,Wallet 30,1,46964.69,0.07,43677.16,2588.25,Credit Card
ORD1575,2024-10-13,CUST423,Ananya,Lucknow,Home,Lamp,PROD1838,Lamp 9,3,12584.09,0.12,33222.0,8375.52,Netbanking
ORD1576,2023-12-14,CUST850,Rahul,Jaipur,Electronics,Smartphone,PROD7906,Smartphone 31,3,40325.21,0.21,95570.75,27438.35,COD
ORD1577,2024-03-18,CUST134,Arjun,Pune,Accessories,Bag,PROD9832,Bag 44,5,24885.1,0.01,123181.24,31062.81,Credit Card
ORD1578,2024-01-20,CUST614,Kunal,Kolkata,Clothing,Jacket,PROD8417,Jacket 34,3,46996.57,0.21,111381.87,25905.55,COD
ORD1579,2023-10-24,CUST884,Isha,Delhi,Electronics,Smartphone,PROD3596,Smartphone 19,3,14634.47,0.25,32927.56,9429.53,Netbanking
ORD1580,2023-11-05,CUST632,Rohan,Delhi,Electronics,Headphones,PROD6365,Headphones 32,5,45708.27,0.12,201116.39,41012.25,Credit Card
ORD1581,2023-06-13,CUST614,Aarav,Hyderabad,Home,Curtains,PROD5773,Curtains 9,4,27967.45,0.08,102920.22,7852.33,Credit Card
ORD1582,2023-09-22,CUST506,Arjun,Lucknow,Electronics,Headphones,PROD9692,Headphones 39,5,34428.92,0.27,125665.56,16010.75,COD
ORD1583,2023-07-22,CUST281,Isha,Hyderabad,Clothing,T-Shirt,PROD1044,T-Shirt 24,3,9798.98,0.12,25869.31,5785.89,Netbanking
ORD1584,2023-01-01,CUST805,Diya,Pune,Home,Table,PROD1560,Table 37,4,15494.12,0.22,48341.65,2953.47,Credit Card
ORD1585,2023-08-19,CUST895,Aditi,Jaipur,Accessories,Sunglasses,PROD7233,Sunglasses 31,5,20002.44,0.08,92011.22,9550.81,Credit Card
ORD1586,2024-08-28,CUST433,Kabir,Jaipur,Home,Chair,PROD8568,Chair 2,4,43400.57,0.28,124993.64,7046.69,Netbanking
ORD1587,2023-07-09,CUST893,Vivaan,Lucknow,Home,Curtains,PROD6219,Curtains 3,5,14779.92,0.06,69465.62,17182.12,UPI
ORD1588,2024-04-08,CUST384,Priya,Ahmedabad,Electronics,Laptop,PROD6260,Laptop 5,1,16415.24,0.29,11654.82,3054.86,Credit Card
ORD1589,2024-03-19,CUST529,Aarav,Kolkata,Accessories,Wallet,PROD2929,Wallet 40,4,4943.52,0.2,15819.26,2835.12,Credit Card
ORD1590,2024-12-15,CUST725,Sneha,Chennai,Home,Chair,PROD7920,Chair 26,3,11633.23,0.1,31409.72,4950.5,COD
ORD1591,2023-03-29,CUST309,Arjun,Kolkata,Accessories,Watch,PROD9864,Watch 42,4,19269.36,0.1,69369.7,20104.31,Netbanking
ORD1592,2024-05-13,CUST962,Sanya,Kolkata,Accessories,Watch,PROD7505,Watch 3,3,4816.49,0.22,11270.59,2880.54,COD
ORD1593,2024-03-14,CUST860,Aarav,Hyderabad,Home,Lamp,PROD2483,Lamp 32,1,39591.76,0.18,32465.24,2552.28,Credit Card
ORD1594,2023-12-14,CUST235,Rahul,Chennai,Electronics,Laptop,PROD4218,Laptop 22,3,32651.77,0.03,95016.65,27967.67,Netbanking
ORD1595,2023-03-09,CUST249,Vivaan,Kolkata,Home,Curtains,PROD1442,Curtains 33,1,7175.42,0.08,6601.39,625.99,UPI
ORD1596,2023-10-03,CUST521,Vivaan,Pune,Accessories,Belt,PROD5469,Belt 1,4,39129.7,0.17,129910.6,27158.24,COD
ORD1597,2024-02-09,CUST177,Kunal,Chennai,Accessories,Sunglasses,PROD6224,Sunglasses 10,5,27941.14,0.05,132720.42,7711.23,Credit Card
ORD1598,2024-02-02,CUST419,Sneha,Chennai,Electronics,Laptop,PROD5741,Laptop 4,5,49652.01,0.07,230881.85,14647.05,Netbanking
ORD1599,2023-04-27,CUST899,Kabir,Ahmedabad,Accessories,Bag,PROD2482,Bag 39,5,26005.9,0.12,114425.96,6976.53,Netbanking
ORD1600,2024-02-24,CUST807,Rahul,Jaipur,Home,Curtains,PROD7376,Curtains 28,2,2559.65,0.28,3685.9,660.02,Credit Card
ORD1601,2024-03-26,CUST948,Aarav,Ahmedabad,Electronics,Headphones,PROD8681,Headphones 9,3,39790.16,0.05,113401.96,33522.27,UPI
ORD1602,2023-08-23,CUST503,Kabir,Ahmedabad,Electronics,Laptop,PROD5164,Laptop 47,3,18179.12,0.28,39266.9,9048.64,Netbanking
ORD1603,2024-04-22,CUST724,Ananya,Pune,Clothing,T-Shirt,PROD2809,T-Shirt 3,1,23598.57,0.03,22890.61,4704.84,UPI
ORD1604,2023-04-06,CUST413,Priya,Jaipur,Home,Mattress,PROD9324,Mattress 39,3,14676.75,0.1,39627.22,3563.37,Netbanking
ORD1605,2023-11-03,CUST757,Rahul,Hyderabad,Home,Mattress,PROD4667,Mattress 20,2,7162.91,0.18,11747.17,2073.66,Credit Card
ORD1606,2024-08-24,CUST449,Ananya,Hyderabad,Electronics,Smartwatch,PROD1469,Smartwatch 9,1,39727.88,0.02,38933.32,9354.14,COD
ORD1607,2024-05-09,CUST297,Aditi,Hyderabad,Home,Mattress,PROD7356,Mattress 11,1,9282.19,0.1,8353.97,2492.33,COD
ORD1608,2024-09-03,CUST747,Aditi,Hyderabad,Clothing,T-Shirt,PROD4826,T-Shirt 14,5,28450.47,0.22,110956.83,27199.08,COD
ORD1609,2023-02-11,CUST910,Vivaan,Bangalore,Home,Curtains,PROD2853,Curtains 45,1,1889.14,0.26,1397.96,278.76,Credit Card
ORD1610,2024-01-07,CUST475,Priya,Ahmedabad,Clothing,Jeans,PROD4448,Jeans 3,1,34159.07,0.13,29718.39,8800.56,COD
ORD1611,2023-03-20,CUST642,Aditi,Lucknow,Electronics,Laptop,PROD9580,Laptop 5,5,26147.02,0.05,124198.35,17712.02,COD
ORD1612,2024-09-22,CUST535,Kunal,Delhi,Home,Mattress,PROD8871,Mattress 48,3,4641.78,0.12,12254.3,3437.26,UPI
ORD1613,2024-12-02,CUST810,Sanya,Jaipur,Electronics,Tablet,PROD7076,Tablet 13,3,29768.81,0.19,72338.21,5911.37,Credit Card
ORD1614,2023-09-19,CUST979,Sneha,Mumbai,Home,Chair,PROD4555,Chair 48,2,34448.8,0.3,48228.32,5880.22,UPI
ORD1615,2024-10-11,CUST695,Arjun,Bangalore,Home,Curtains,PROD3467,Curtains 13,1,45122.14,0.06,42414.81,5447.41,Credit Card
ORD1616,2024-05-04,CUST140,Sanya,Hyderabad,Accessories,Watch,PROD8410,Watch 38,1,26598.51,0.19,21544.79,4028.94,COD
ORD1617,2024-05-26,CUST730,Priya,Delhi,Electronics,Tablet,PROD7644,Tablet 23,2,18041.06,0.07,33556.37,3832.93,Netbanking
ORD1618,2023-09-02,CUST934,Sanya,Ahmedabad,Clothing,Dress,PROD4452,Dress 31,3,20680.11,0.11,55215.89,6135.46,UPI
ORD1619,2024-01-06,CUST598,Diya,Mumbai,Clothing,T-Shirt,PROD3258,T-Shirt 10,5,49664.72,0.18,203625.35,16077.35,Credit Card
ORD1620,2024-10-05,CUST679,Sneha,Delhi,Clothing,Shoes,PROD2817,Shoes 41,1,46132.95,0.08,42442.31,7395.5,COD
ORD1621,2024-12-01,CUST688,Meera,Lucknow,Electronics,Laptop,PROD3329,Laptop 12,5,42994.31,0.29,152629.8,36247.98,UPI
ORD1622,2023-07-22,CUST798,Vivaan,Chennai,Accessories,Sunglasses,PROD5270,Sunglasses 40,1,3101.32,0.02,3039.29,440.88,COD
ORD1623,2024-09-22,CUST205,Vivaan,Lucknow,Clothing,Jacket,PROD9596,Jacket 13,2,27630.23,0.08,50839.62,3386.68,COD
ORD1624,2023-11-30,CUST623,Aditi,Pune,Home,Mattress,PROD8584,Mattress 45,3,19133.04,0.15,48789.25,9397.26,Netbanking
ORD1625,2023-05-06,CUST897,Rohan,Pune,Home,Mattress,PROD9253,Mattress 35,2,6528.81,0.17,10837.82,3104.34,Netbanking
ORD1626,2024-01-23,CUST366,Ananya,Lucknow,Clothing,T-Shirt,PROD3303,T-Shirt 7,1,22678.46,0.22,17689.2,2136.58,Credit Card
ORD1627,2024-12-06,CUST980,Priya,Kolkata,Accessories,Wallet,PROD5464,Wallet 13,1,8006.16,0.21,6324.87,387.42,COD
ORD1628,2023-08-02,CUST254,Kabir,Jaipur,Accessories,Sunglasses,PROD8437,Sunglasses 26,5,12920.85,0.26,47807.14,4856.83,UPI
ORD1629,2023-12-03,CUST415,Rohan,Lucknow,Clothing,Dress,PROD2718,Dress 15,5,24236.64,0.14,104217.55,10292.76,COD
ORD1630,2023-01-17,CUST808,Diya,Chennai,Home,Table,PROD3824,Table 18,2,12395.1,0.14,21319.57,3887.03,COD
ORD1631,2023-09-18,CUST258,Isha,Pune,Clothing,Dress,PROD8147,Dress 30,1,37044.27,0.22,28894.53,8340.44,Netbanking
ORD1632,2023-03-15,CUST737,Meera,Kolkata,Electronics,Tablet,PROD8939,Tablet 24,4,45765.37,0.02,179400.25,15703.14,UPI
ORD1633,2023-09-24,CUST777,Ananya,Pune,Electronics,Headphones,PROD3812,Headphones 4,5,32098.0,0.3,112343.0,28828.43,COD
ORD1634,2023-07-08,CUST449,Aditi,Kolkata,Electronics,Tablet,PROD1330,Tablet 36,1,13420.13,0.04,12883.32,901.57,COD
ORD1635,2023-04-22,CUST383,Isha,Pune,Clothing,T-Shirt,PROD1170,T-Shirt 15,5,47895.91,0.0,239479.55,31621.17,UPI
ORD1636,2023-11-06,CUST862,Aarav,Ahmedabad,Electronics,Headphones,PROD8863,Headphones 39,1,27258.52,0.04,26168.18,5462.79,Credit Card
ORD1637,2024-01-30,CUST258,Sneha,Delhi,Accessories,Sunglasses,PROD1993,Sunglasses 29,4,48746.94,0.18,159889.96,40509.77,UPI
ORD1638,2024-02-18,CUST820,Rahul,Mumbai,Home,Table,PROD3360,Table 7,2,11665.75,0.13,20298.4,4400.79,UPI
ORD1639,2023-12-15,CUST653,Aditi,Pune,Home,Lamp,PROD5399,Lamp 39,4,35148.98,0.21,111070.78,27547.22,UPI
ORD1640,2024-10-21,CUST618,Arjun,Jaipur,Home,Curtains,PROD6801,Curtains 19,2,35995.11,0.07,66950.9,4292.71,Netbanking
ORD1641,2024-06-25,CUST699,Rahul,Lucknow,Electronics,Smartphone,PROD7268,Smartphone 11,1,7294.5,0.18,5981.49,752.16,COD
ORD1642,2024-08-10,CUST876,Kunal,Ahmedabad,Accessories,Wallet,PROD4899,Wallet 29,1,37795.87,0.05,35906.08,5018.43,COD
ORD1643,2023-05-15,CUST125,Rohan,Lucknow,Home,Chair,PROD4405,Chair 25,2,6267.25,0.01,12409.16,1400.24,COD
ORD1644,2023-12-15,CUST262,Rohan,Kolkata,Clothing,Dress,PROD2414,Dress 37,4,42050.32,0.17,139607.06,27708.3,UPI
ORD1645,2023-06-17,CUST842,Rahul,Chennai,Clothing,Jacket,PROD5141,Jacket 10,5,10417.99,0.06,48964.55,8946.27,Credit Card
ORD1646,2023-07-29,CUST798,Vivaan,Delhi,Home,Table,PROD5795,Table 46,2,30396.04,0.23,46809.9,4838.64,Credit Card
ORD1647,2023-07-31,CUST801,Aditi,Chennai,Electronics,Tablet,PROD8233,Tablet 2,5,3586.12,0.27,13089.34,2166.98,COD
ORD1648,2024-11-24,CUST773,Kabir,Hyderabad,Accessories,Watch,PROD8743,Watch 22,3,36771.01,0.23,84941.03,12940.27,Netbanking
ORD1649,2024-08-16,CUST535,Rohan,Pune,Accessories,Sunglasses,PROD6749,Sunglasses 45,2,15557.74,0.24,23647.76,1183.85,Netbanking
ORD1650,2024-01-18,CUST828,Sneha,Mumbai,Accessories,Wallet,PROD7226,Wallet 48,3,26010.99,0.23,60085.39,6267.22,COD
ORD1651,2024-06-25,CUST655,Arjun,Kolkata,Accessories,Bag,PROD4405,Bag 9,2,32649.9,0.05,62034.81,16898.34,Netbanking
ORD1652,2023-05-19,CUST132,Meera,Bangalore,Electronics,Tablet,PROD9240,Tablet 6,5,8664.44,0.04,41589.31,6382.15,COD
ORD1653,2024-08-29,CUST280,Arjun,Mumbai,Home,Curtains,PROD1550,Curtains 44,2,44303.11,0.2,70884.98,5074.27,Credit Card
ORD1654,2024-04-23,CUST586,Kunal,Chennai,Electronics,Tablet,PROD5767,Tablet 10,3,23717.29,0.19,57633.01,6245.83,COD
ORD1655,2023-11-05,CUST974,Rahul,Mumbai,Accessories,Watch,PROD9771,Watch 5,2,32241.04,0.27,47071.92,4236.57,UPI
ORD1656,2023-04-23,CUST203,Vivaan,Jaipur,Home,Lamp,PROD9272,Lamp 6,1,37982.12,0.01,37602.3,4502.95,Netbanking
ORD1657,2023-11-03,CUST491,Kabir,Lucknow,Electronics,Smartwatch,PROD9934,Smartwatch 11,2,39798.35,0.1,71637.03,7463.35,COD
ORD1658,2024-01-02,CUST472,Isha,Delhi,Accessories,Sunglasses,PROD4780,Sunglasses 33,4,44633.72,0.19,144613.25,38612.18,COD
ORD1659,2023-11-12,CUST487,Meera,Delhi,Clothing,T-Shirt,PROD4472,T-Shirt 36,3,45519.82,0.23,105150.78,12488.1,Credit Card
ORD1660,2024-06-16,CUST720,Aditi,Pune,Accessories,Sunglasses,PROD9103,Sunglasses 23,2,16066.66,0.06,30205.32,5285.65,Netbanking
ORD1661,2024-06-25,CUST560,Sneha,Mumbai,Accessories,Wallet,PROD2303,Wallet 29,5,9904.66,0.25,37142.48,7214.58,Credit Card
ORD1662,2024-05-31,CUST612,Isha,Hyderabad,Home,Table,PROD9901,Table 34,2,11388.71,0.22,17766.39,5041.22,UPI
ORD1663,2024-01-03,CUST944,Ananya,Kolkata,Accessories,Bag,PROD2784,Bag 22,2,41010.58,0.07,76279.68,12838.0,UPI
ORD1664,2023-06-28,CUST840,Arjun,Ahmedabad,Clothing,Shoes,PROD6635,Shoes 34,1,5039.14,0.2,4031.31,930.47,Credit Card
ORD1665,2024-11-19,CUST778,Meera,Mumbai,Home,Lamp,PROD3301,Lamp 15,2,29708.83,0.3,41592.36,6366.94,Credit Card
